,tag,title,updated_at,link,address,postal_code,city,country,website,filink_id
115,bank_of_nanjing,Bank of Nanjing,2016-05-24 11:19:52,https://www.banktrack.org/bank/bank_of_nanjing,No 288 Zhongshan Road,Xuanwu District,Nanjing,China,http://www.njcb.com.cn/col/col1642/index.html,436
116,vtb_bank,VTB,2016-10-18 11:32:11,https://www.banktrack.org/bank/vtb_bank,"Ul. Bolshaya Morskaya, 29,",190000,St. Petersburg,Russian Federation,http://www.vtb.com/,1445
117,maybank,Maybank,2021-07-27 11:18:06,https://www.banktrack.org/bank/maybank,"Malayan Banking Berhad Level 14, Menara Maybank 100 Jalan Tun Perak",50050,Kuala Lumpur,Malaysia,http://www.maybank.com,965
118,cimb,CIMB,2016-09-07 10:58:13,https://www.banktrack.org/bank/cimb,Jalan Raja Laut,50350,Kuala Lumpur,Malaysia,http://www.cimb.com,966
119,dbs,DBS,2020-12-08 16:15:09,https://www.banktrack.org/bank/dbs,"12 Marina Boulevard, Marina Bay Financial Centre Tower 3, Level 3",18992,,Singapore,http://www.dbs.com/,232
120,ocbc,OCBC Bank,2020-12-10 00:00:00,https://www.banktrack.org/bank/ocbc,"65 Chulia Street, OCBC Centre",49513,,Singapore,http://www.ocbc.com/,1061
121,uob,United Overseas Bank (UOB),2021-08-26 00:00:00,https://www.banktrack.org/bank/uob,"80 Raffles Avenue, UOB Plaza 1",48624,,Singapore,http://www.uobgroup.com/,951
122,bank_negara_indonesia,Bank Negara Indonesia (BNI),2021-07-20 00:00:00,https://www.banktrack.org/bank/bank_negara_indonesia,Jl. Jenderal Sudirman Kav. 1,10220,Jakarta,Indonesia,http://www.bni.co.id,976
123,bank_rakyat_indonesia,Bank Rakyat Indonesia (BRI),2016-09-07 10:58:13,https://www.banktrack.org/bank/bank_rakyat_indonesia,Jl. Jenderal Sudirman Kav.44-46,10210,Jakarta,Indonesia,http://www.bri.co.id/,977
124,idfc,IDFC,2021-07-26 00:00:00,https://www.banktrack.org/bank/idfc,"Naman Chambers, C-32",400 051,Mumbai,India,http://www.idfc.com,1592
125,otkritie_bank,Otkritie Bank,2016-10-31 17:15:11,https://www.banktrack.org/bank/otkritie_bank,2/4 Letnikovskaya St.,115114,Moscow,Russian Federation,http://www.openbank.ru,1593
126,banco_de_credito_del_peru_bcp_,Banco de Crédito del Perú (BCP),2021-04-08 00:00:00,https://www.banktrack.org/bank/banco_de_credito_del_peru_bcp_,"Calle Centenario 156, La Molina",12,Lima,Peru,https://www.viabcp.com,961
127,dz_bank,DZ Bank,2021-02-09 00:00:00,https://www.banktrack.org/bank/dz_bank,Platz der Republik,60265,Frankfurt am Main Hessen,Germany,http://www.dzbank.com/,231
128,bny_mellon,BNY Mellon,2021-04-13 16:04:20,https://www.banktrack.org/bank/bny_mellon,1 Wall Street,10286,New York,United States,https://www.bnymellon.com,990
129,us_bancorp,U.S. Bancorp,2021-03-04 00:00:00,https://www.banktrack.org/bank/us_bancorp,800 Nicolett Mall,55402,Minneapolis,United States,https://www.usbank.com/index.html,1423
130,suncorp,Suncorp,2016-10-31 17:15:11,https://www.banktrack.org/bank/suncorp,36 Wickham Tce,4000,Brisbane,Australia,http://www.suncorpgroup.com.au,1604
131,la_banque_postale,La Banque Postale,2016-04-01 12:09:52,https://www.banktrack.org/bank/la_banque_postale,"115, rue de Sèvres","115, rue de Sèvres",Paris,France,https://www.labanquepostale.fr,1605
132,allianz,Allianz,2021-05-10 00:00:00,https://www.banktrack.org/bank/allianz,Köninginstraße 28,80802,München,Germany,https://www.allianz.com,1606
133,bayernlb,BayernLB,2021-05-04 00:00:00,https://www.banktrack.org/bank/bayernlb,Brienner Straße 18,80333,München,Germany,https://www.bayernlb.com/internet/en/blb/resp/index.jsp,236
134,helaba,Helaba,2016-10-31 17:15:11,https://www.banktrack.org/bank/helaba,Neue Mainzer Straße 52-58,D-60311,Frankfurt am Main,Germany,https://www.helaba.de,1556
135,hsh_nordbank,HSH Nordbank,2016-10-31 17:15:11,https://www.banktrack.org/bank/hsh_nordbank,Gerhart-Hauptmann-Platz 50,20095,Hamburg,Germany,http://www.hsh-nordbank.com,1607
136,lbbw,LBBW,2021-06-10 00:00:00,https://www.banktrack.org/bank/lbbw,Am Hauptbahnhof 2,70173,Stuttgart,Germany,https://www.lbbw.de/,352
137,norddeutsche_landesbank_nordlb_,NORD/LB,2016-10-31 17:15:11,https://www.banktrack.org/bank/norddeutsche_landesbank_nordlb_,Friedrichswall 10,30159,Hanover,Germany,https://www.nordlb.com,1501
138,mediobanca,Mediobanca,2021-05-10 00:00:00,https://www.banktrack.org/bank/mediobanca,"Piazzetta E. Cuccia, 1",20121,Milan,Italy,http://www.mediobanca.it/en/index.html,1465
139,raiffeisen_zentralbank,Raiffeisen Bank International,2021-06-07 00:00:00,https://www.banktrack.org/bank/raiffeisen_zentralbank,Am Stadtpark 9,A-1030,Vienna,Austria,http://www.rbinternational.com ,1526
140,swedbank,Swedbank,2020-12-07 16:03:36,https://www.banktrack.org/bank/swedbank, Landsvägen 40,172 63,Sundbyberg,Sweden,http://www.swedbank.com,388
141,bank_of_india,Bank of India,2020-12-03 13:50:39,https://www.banktrack.org/bank/bank_of_india,Star House C-5 400 051,,Mumbai,India,http://www.bankofindia.co.in,1003
142,power_finance_corporation,Power Finance Corporation (PFC),2016-10-31 17:15:11,https://www.banktrack.org/bank/power_finance_corporation,"1, Barakhamba Lane, Connaught Place",110 001,New Delhi,India,http://www.pfcindia.com,1610
143,life_insurance_corporation_of_india,Life Insurance Corporation of India,2016-07-05 12:01:52,https://www.banktrack.org/bank/life_insurance_corporation_of_india,"4th Floor, West Wing, Yogakshema,Jeevan Bhima Marg, Nariman Point",19953,Mumbai-400021,India,http://www.licindia.in,1611
144,pko_bank_polski,PKO Bank Polski,2021-02-25 00:00:00,https://www.banktrack.org/bank/pko_bank_polski,15 Pulawska Street,00-975,Warsaw,Poland,http://www.pkobp.pl/pkobppl-en,1612
145,bank_gospodarstwa_krajowego,Bank Gospodarstwa Krajowego (BGK),2016-10-31 17:15:11,https://www.banktrack.org/bank/bank_gospodarstwa_krajowego,Al. Jerozolimskie 7,00-955,Warsaw,Poland,http://www.bgk.com.pl,1613
146,getin_noble_bank,Getin Noble Bank,2016-10-31 17:15:11,https://www.banktrack.org/bank/getin_noble_bank,Przyokopowa 33,01-208,Warsaw,Poland,http://en.gnb.pl/,1615
147,bank_millennium,Bank Millennium,2016-10-31 17:15:11,https://www.banktrack.org/bank/bank_millennium,Stanislawa Zaryna 2A,02-593,Warsaw,Poland,http://www.bankmillennium.pl,1616
148,bank_central_asia,Bank Central Asia,2016-10-31 17:15:11,https://www.banktrack.org/bank/bank_central_asia,Jl. MH Thamrin No. 1,10310,Jakarta,Indonesia,http://www.bca.co.id/en,963
149,bank_danamon,Bank Danamon,2016-10-31 17:15:11,https://www.banktrack.org/bank/bank_danamon,Jl. Prof. Dr. Satrio Kav. E IV No. 6,12950,Jakarta,Indonesia,http://www.danamon.co.id,1572
150,bank_gospodarki_ywno_ciowej,Bank Gospodarki Żywnościowej,2016-10-31 17:15:11,https://www.banktrack.org/bank/bank_gospodarki_ywno_ciowej,ul. Kasprzaka 10/16,01-211,Warsaw,Poland,http://www.bgz.pl/en/about/index.html,1627
151,credit_mutuel,Crédit Mutuel,2021-02-04 00:00:00,https://www.banktrack.org/bank/credit_mutuel,34 rue Wacken,67000,Strasbourg,France,https://www.creditmutuel.fr/,1439
152,bndes,BNDES,2016-09-01 15:46:22,https://www.banktrack.org/bank/bndes,"Av. Republica do Chile, 100 – 14*. Andar -  sala 1423",20031-917,Rio de Janeiro,Brazil,http://www.bndes.gov.br,1431
153,bankia,Bankia,2021-05-07 12:09:19,https://www.banktrack.org/bank/bankia,Calle Pintor Sorolla 8,E-46002,Valencia,Spain,http://www.bankia.com/en/,1628
154,norges_bank,Norges Bank,2021-03-23 00:00:00,https://www.banktrack.org/bank/norges_bank,Bankplassen 2,151,Oslo,Norway,http://www.norges-bank.no,1424
155,kfw,KfW,2016-10-31 17:15:11,https://www.banktrack.org/bank/kfw,Palmengartenstraße 5-9,60325,Frankfurt am Main,Germany,https://www.kfw.de/kfw.de-2.html,1640
156,bpce_group,BPCE,2021-02-15 00:00:00,https://www.banktrack.org/bank/bpce_group,"50, avenue Pierre Mendès France",75201,Paris,France,http://www.bpce.fr/,1639
157,wing_lung_bank,Wing Lung Bank,2016-09-01 17:22:39,https://www.banktrack.org/bank/wing_lung_bank,"45 Des Voeux Road Central, Central and Western District",,Hong Kong Island,Hong Kong,http://www.winglungbank.com/wlb_corporate/en/index.html,1667
158,cathay_united_bank,Cathay United Bank,2021-09-17 13:36:05,https://www.banktrack.org/bank/cathay_united_bank,"1F no 7, Songren Road 110",,Taipei City  ,"Taiwan, Republic of China",http://www.cathaybk.com.tw,972
159,sumitomo_mitsui_trust_holdings,Sumitomo Mitsui Trust Holdings,2021-03-08 00:00:00,https://www.banktrack.org/bank/sumitomo_mitsui_trust_holdings,"1-4-1 Marunouchi, Chiyoda-ku",,Tokyo,Japan,http://www.smth.jp/en/,1720
160,banco_sabadell,Banco Sabadell,2021-05-10 00:00:00,https://www.banktrack.org/bank/banco_sabadell,Avenida Óscar Esplá 37,3007,Alicante,Spain,https://www.grupbancsabadell.com/en/,1763
161,bank_hapoalim,Bank Hapoalim,2021-07-22 00:00:00,https://www.banktrack.org/bank/bank_hapoalim,50 Rothschild Boulevard,61025, Tel Aviv,Israel,http://www.bankhapoalim.com/,1815
162,bank_leumi,Bank Leumi,2021-07-22 00:00:00,https://www.banktrack.org/bank/bank_leumi,24-32 Yehuda Halevi St. ,65546,Tel-Aviv,Israel,https://english.leumi.co.il/,1816
163,israel_discount_bank,Israel Discount Bank,2021-07-22 00:00:00,https://www.banktrack.org/bank/israel_discount_bank,23 Yehuda Halevy St.,6513601,Tel Aviv,Israel,https://www.discountbank.co.il/DB/en,1818
164,mizrahi_tefahot_bank,Mizrahi Tefahot Bank,2021-07-22 00:00:00,https://www.banktrack.org/bank/mizrahi_tefahot_bank,"7 Jaboutinsky St, P.O.B. 3450 ",52136,Ramat gan,Israel,https://www.mizrahi-tefahot.co.il/en/bank/pages/default.aspx,1819
165,first_international_bank_of_israel,First International Bank of Israel (FIBI),2021-07-22 13:50:10,https://www.banktrack.org/bank/first_international_bank_of_israel,42 Rothschild Blvd.,6688310,Tel-Aviv,Israel,https://online.fibi.co.il/wps/portal/FibiMenu/HomeEN,1817
166,mauritius_commercial_bank,Mauritius Commercial Bank,2021-09-17 10:52:49,https://www.banktrack.org/bank/mauritius_commercial_bank,9-15 Sir William Newton Street,,Port Louis,Mauritius,http://www.mcbgroup.com/en/,1801
167,cibanco,CIBanco,2020-10-20 00:00:00,https://www.banktrack.org/bank/cibanco,Paseo de las Palmas 215,Distrito Federal 110,Mexico City,Mexico,http://www.cibanco.com,1798
168,fidelity_bank_plc_,Fidelity Bank,2021-09-06 14:49:46,https://www.banktrack.org/bank/fidelity_bank_plc_,"Fidelity Place, 2 Kofo Abayomi Street P. O. Box 72439 Victoria Island",, Lagos,Nigeria,https://www.fidelitybank.ng/,1800
169,ecobank,Ecobank,2021-09-17 12:12:27,https://www.banktrack.org/bank/ecobank,2365 Boulevard du Mono B.P. 3261,, Lomé,Togo,http://www.ecobank.com/group/,1799
170,finnfund,Finnfund,2016-11-07 13:26:10,https://www.banktrack.org/bank/finnfund,Uudenmaankatu 16B,FI-00121,Helsinki,Finland,http://www.finnfund.fi/,1623
171,export_import_bank_of_india,India Exim Bank,2020-12-07 11:49:11,https://www.banktrack.org/bank/export_import_bank_of_india,"21st Floor, Centre One Building, World Trade Centre, Cuffe Parade-Colaba",400005,Mumbai,India,http://www.eximbankindia.in,209
172,us_exim,Export-Import Bank of the United States (EXIM),2020-11-03 00:00:00,https://www.banktrack.org/bank/us_exim,811 Vermont Avenue NW,20571,Washington DC,United States,http://www.exim.gov/,484
173,suntrust_bank,Truist Financial Corporation,2021-03-04 00:00:00,https://www.banktrack.org/bank/suntrust_bank, 214 N. Tryon St.,, Charlotte,United States,https://www.truist.com/,1772
174,cifi,CIFI,2020-11-05 00:00:00,https://www.banktrack.org/bank/cifi,"MMG Tower, Costa del Este, 13th floor Office 13ª, Roberto Motta Avenue",,Panama City,Panama,http://www.cifi.com/en/,1778
175,banco_mercantil_del_norte,Banco Mercantil del Norte (Banorte),2020-10-26 15:21:10,https://www.banktrack.org/bank/banco_mercantil_del_norte,Avenue Revolucion 3000,NL 64830,Monterrey,Mexico,http://www.banorte.com,1779
176,banco_votorantim,Banco Votorantim,2020-10-22 00:00:00,https://www.banktrack.org/bank/banco_votorantim,"Av. das Nações Unidas, Torre A - 18° andar - Vila Gertrudes 141",1000,Sao Paolo,Brazil,https://www.bancovotorantim.com.br,947
177,uk_export_finance,UK Export Finance,2020-11-03 00:00:00,https://www.banktrack.org/bank/uk_export_finance,1 Horse Guards Road, SW1A 2HQ,London,United Kingdom,https://www.gov.uk/government/organisations/uk-export-finance,1780
178,svenska_handelsbanken,Svenska Handelsbanken,2020-12-01 00:00:00,https://www.banktrack.org/bank/svenska_handelsbanken,Kungsträdgårdsgatan 2 ,SE-106 70,Stockholm,Sweden,http://www.handelsbanken.com,1682
179,bankinter,Bankinter,2021-05-10 00:00:00,https://www.banktrack.org/bank/bankinter,Paseo de la Castellana 29,28046,Madrid,Spain,http://www.bankinter.com,1764
180,e_sun_commercial_bank,E.SUN Commercial Bank,2020-10-22 15:05:42,https://www.banktrack.org/bank/e_sun_commercial_bank,"No.117, Sec.3, Minsheng E.Rd.",105-46,Taipei,"Taiwan, Republic of China",http://www.esunbank.com.tw,1664
181,efic,Export Finance Australia,2020-10-20 14:15:55,https://www.banktrack.org/bank/efic,Level 10 Export House 22 Pitt Street,2000, Sydney,Australia,http://www.efic.gov.au,438
182,eksport_kredit_fonden,Denmarks Export Credit Agency,2021-01-04 15:46:24,https://www.banktrack.org/bank/eksport_kredit_fonden,Lautrupsgade 11,2100,Kopenhagen,Denmark,http://www.ekf.dk,63
183,export_credit_norway,Export Credit Norway,2020-10-20 14:05:09,https://www.banktrack.org/bank/export_credit_norway,Hieronymus Heyerdahls gate 1,160,Oslo,Norway,http://www.eksportkreditt.no,1782
184,instituto_de_credito_oficial,Instituto de Crédito Oficial (ICO),2020-10-22 14:50:45,https://www.banktrack.org/bank/instituto_de_credito_oficial,Paseo del Prado 4,28014,Madrid,Spain,https://www.ico.es/en/web/ico_en/home,1765
185,national_bank_of_abu_dhabi,First Abu Dhabi Bank (FAB),2021-09-17 11:28:33,https://www.banktrack.org/bank/national_bank_of_abu_dhabi,Al Qurm – Business Park P.O. Box 6316,,Abu Dhabi,United Arab Emirates,https://www.bankfab.com/en-ae/about-fab,1783
186,op_financial_group,OP Financial Group,2020-10-20 16:34:04,https://www.banktrack.org/bank/op_financial_group,Teollisuuskatu 1b 00510,510,Helsinki,Finland,http://www.op.fi,1784
187,btg_pactual,BTG Pactual,2020-10-27 11:07:52,https://www.banktrack.org/bank/btg_pactual,"Av. Brigadeiro Faria Lima, 3.477 14º Andar - Itaim Bibi ",04538-133 ,São Paulo,Brazil,http://www.btgpactual.com,1566
188,uk_green_investment_bank,Green Investment Group,2020-11-05 00:00:00,https://www.banktrack.org/bank/uk_green_investment_bank,Atria One Level 7 144 Morrison street,EH3 8EX,Edinburgh,United Kingdom,http://greeninvestmentgroup.com/,1785
189,bancoestado,Banco del Estado de Chile,2020-10-27 00:00:00,https://www.banktrack.org/bank/bancoestado,Av. Libertador Bernardo O'Higgins nº1111,,Santiago,Chile,http://www.bancoestado.cl,1711
190,bank_of_jiangsu,Bank of Jiangsu,2020-10-27 00:00:00,https://www.banktrack.org/bank/bank_of_jiangsu,26 Zhonghua Road,PC 210001,Nanjing,China,http://www.jsbchina.cn,1786
191,credicorp,Credicorp,2020-10-26 14:58:55,https://www.banktrack.org/bank/credicorp,"Clarendon House, 2 Church Street P.O. Box HM 666 ",,Hamilton,Bermuda,https://credicorp.gcs-web.com/,1788
192,swedish_export_credit_corporation_sek,Swedish Export Credit Corporation (SEK),2020-11-03 00:00:00,https://www.banktrack.org/bank/swedish_export_credit_corporation_sek,Klarabergsviadukten 61-63,SE 101-23,Stockholm,Sweden,http://www.sek.se/en/,1811
193,korea_development_bank_kdc,Korea Development Bank (KDB),2021-09-01 00:00:00,https://www.banktrack.org/bank/korea_development_bank_kdc,"14 Eunhaeng-ro, Yeongdeungpo-gu",7242,Seoul,South Korea,https://www.kdb.co.kr/ih/simpleJsp.do,1474
194,the_norinchukin_bank,Norinchukin Bank,2020-11-03 11:21:35,https://www.banktrack.org/bank/the_norinchukin_bank,"13-2, Yurakucho 1-chome, Chiyoda-ku",100-8420,Tokyo,Japan,https://www.nochubank.or.jp/en/,1752
195,fubon_financial_holdings,Fubon Financial Holding,2020-12-07 00:00:00,https://www.banktrack.org/bank/fubon_financial_holdings,"No 237, Section 1 - Jianquo South Road 106",,Taipei City,"Taiwan, Republic of China",https://www.fubon.com/financialholdings/en/home/index.html,1662
196,de_volksbank,De Volksbank,2021-03-15 00:00:00,https://www.banktrack.org/bank/de_volksbank,Croeselaan 1 ,3521 BJ ,Utrecht,Netherlands,https://www.devolksbank.nl/home.html,1762
197,nykredit,Nykredit Bank,2020-12-07 00:00:00,https://www.banktrack.org/bank/nykredit,Kalvebod Brygge 1-3,1780 ,København V,Denmark,https://www.nykredit.com/en-gb/,1952
198,jyske_bank,Jyske Bank,2020-12-03 12:35:01,https://www.banktrack.org/bank/jyske_bank,Vestergade 8-16, DK-8600, Silkeborg,Denmark,https://www.jyskebank.dk/,1855
199,sydbank,Sydbank,2020-12-03 00:00:00,https://www.banktrack.org/bank/sydbank,Peberlyk 4,DK-6200,Aabenraa,Denmark,https://www.sydbank.com/,1964
200,sparebank_1_srbank,SpareBank 1 SR-Bank,2020-12-07 00:00:00,https://www.banktrack.org/bank/sparebank_1_srbank,Christen Tranesgate 35,4007 ,Stavanger,Norway,https://www.sparebank1.no/en/sr-bank/personal.html,1957
201,obank,O-Bank,2021-09-03 00:00:00,https://www.banktrack.org/bank/obank,"No.99, Sec. 2, Tiding Blvd., Neihu Dist., ",,Taipei City,"Taiwan, Republic of China",http://www.o-bank.com,1988
202,postal_savings_bank_of_china,Postal Savings Bank of China,2021-03-09 00:00:00,https://www.banktrack.org/bank/postal_savings_bank_of_china,"No. 131 Xuanwumen West Street, Xicheng District",100808,Beijing ,China,http://www.psbc.com/cn/index.html,1989
203,shinkin_central_bank,Shinkin Central Bank,2021-09-03 14:08:09,https://www.banktrack.org/bank/shinkin_central_bank,"3-7, Yaesu 1-chome, Chuo-ku", 103-0028,Tokyo,Japan,https://www.shinkin-central-bank.jp/e/,1990
204,national_bank_of_egypt,National Bank of Egypt,2021-01-27 00:00:00,https://www.banktrack.org/bank/national_bank_of_egypt,"1187 Corniche El Nil, Cairo Plaza",,Cairo,Egypt,https://www.nbe.com.eg/NBE/E/#/EN/Home,2004
205,banque_misr,Banque Misr,2021-01-27 00:00:00,https://www.banktrack.org/bank/banque_misr,151 Mohamed Farid St.,,Cairo,Egypt,http://www.banquemisr.com,1930
206,zenith_bank,Zenith Bank,2020-11-20 00:00:00,https://www.banktrack.org/bank/zenith_bank,"Plot 84 Ajose Adeogun Street, Victoria Island",,Lagos,Nigeria,http://www.zenithbank.com,2005
207,commercial_international_bank_cib,Commercial International Bank (CIB),2021-01-27 00:00:00,https://www.banktrack.org/bank/commercial_international_bank_cib,"Nile Tower Building, 21/23 Charles De Gaulle, Giza",,Cairo,Egypt,http://www.cibeg.com,1836
208,attijariwafa_bank,Attijariwafa Bank,2020-12-31 15:13:24,https://www.banktrack.org/bank/attijariwafa_bank,2 boulevard Moulay Youssef BP 11141,2000,Casablanca,Morocco,https://www.attijariwafabank.com/en,1996
209,banque_populaire,Banque Populaire,2020-12-31 00:00:00,https://www.banktrack.org/bank/banque_populaire,"01, boulevard Mohamed Zerktouni – BP 10.622",20100,Casablanca,Morocco,https://www.groupebcp.com/EN,2007
210,shinhan_financial_group,Shinhan Financial Group,2020-11-17 00:00:00,https://www.banktrack.org/bank/shinhan_financial_group,"Shinhan Financial Group, Deakyung B/D, 120.2-Ga, Taepyung-ro, jung-Gu. ",,"Seoul, 100-102",South Korea,http://www.shinhangroup.com/en/index.jsp,1841
211,yuanta_commercial_bank,Yuanta Commercial Bank,2020-11-19 00:00:00,https://www.banktrack.org/bank/yuanta_commercial_bank,1F-10F 66 1F 2F 2F-1 7F 9F 68 Section 1 Dunhua S Rd ,10557,Taipei City,"Taiwan, Republic of China",http://www.yuantabank.com.tw,2008
212,shinsei_bank,Shinsei Bank,2020-11-19 00:00:00,https://www.banktrack.org/bank/shinsei_bank,"4-3, Nihonbashi-muromachi 2-chome, Chuo-ku",103-8303,Tokyo ,Japan,http://www.shinseibank.com,1751
213,mianyang_city_commercial_bank,Mianyang City Commercial Bank,2020-11-19 00:00:00,https://www.banktrack.org/bank/mianyang_city_commercial_bank,3 Wenzhu Street W Section Linyuan Rd Fucheng,621000, Mianyang,China,https://www.mycc-bank.com/,2009
214,ctbc_bank,CTBC Bank,2020-11-19 00:00:00,https://www.banktrack.org/bank/ctbc_bank,"1F., No.3, Songshou Rd., Sinyi District",110,Taipei City,"Taiwan, Republic of China",https://www.ctbcbank.com,1916
215,chongqing_rural_commercial_bank,Chongqing Rural Commercial Bank,2020-11-26 00:00:00,https://www.banktrack.org/bank/chongqing_rural_commercial_bank,36 Jinshamen Road ,400023,Jiangbei ,China,http://www.cqrcb.com,2010
216,bank_sinopac,Bank SinoPac,2020-11-26 00:00:00,https://www.banktrack.org/bank/bank_sinopac,"No. 36, Nanking East Road, Sec. 3",,Taipei City,"Taiwan, Republic of China",https://bank.sinopac.com/sinopacBT/en/index.html,1705
217,bank_of_huzhou,Bank of Huzhou,2020-11-26 00:00:00,https://www.banktrack.org/bank/bank_of_huzhou,471-475 South Street,313000 ,Huzhou,China,http://www.hzccb.net/portal/zh_CN/home/index.html,1918
218,first_commercial_bank,First Commercial Bank,2021-01-05 00:00:00,https://www.banktrack.org/bank/first_commercial_bank,"30,Chung King South Road,Sec. 1",100, Taipei,"Taiwan, Republic of China",http://www.firstbank.com.tw,2011
219,kb_financial_group,KB Financial Group,2021-03-09 00:00:00,https://www.banktrack.org/bank/kb_financial_group,"26, Gukjegeumyung-ro 8-gil, Yeongdeungpo-gu",,Seoul,South Korea,http://www.kbfg.com,348
220,bank_of_guizhou,Bank of Guizhou,2021-07-19 15:10:23,https://www.banktrack.org/bank/bank_of_guizhou,No. 149 South Zhonghua Road,GUZ  550001,Guiyang,China,https://english.bgzchina.com/,2017
221,taishin_international_bank,Taishin International Bank,2021-07-19 15:10:32,https://www.banktrack.org/bank/taishin_international_bank,"No.44 Chung-Shan N. Rd., Sec.2,",,Taipei,"Taiwan, Republic of China",https://www.taishinbank.com.tw,1666
222,mega_bank,Mega Bank,2021-09-03 14:15:18,https://www.banktrack.org/bank/mega_bank,"No 100, Chi-lin Road",10424,Taipei City ,"Taiwan, Republic of China",http://www.megabank.com.tw,1663
223,woori_bank,Woori Bank,2021-09-03 14:14:25,https://www.banktrack.org/bank/woori_bank,"1-203, Hoehyeon-dong, Jung-gu",,Seoul,South Korea,https://www.wooribank.com/,1508
224,hana_financial_group,Hana Financial Group,2021-09-03 14:13:15,https://www.banktrack.org/bank/hana_financial_group,"66 Euljiro,  2-ga, Jung-gu, ",,Seoul,South Korea,https://www.hanafn.com,1838
225,bank_of_chongqing,Bank of Chongqing,2021-09-03 14:06:09,https://www.banktrack.org/bank/bank_of_chongqing, No. 6 Yongpingmen Street Chengxi Avenue Jiangbei District,400024,Chongqing Sichuan,China,http://www.cqcbank.com/cn/home/index.html,2019
226,nonghyup_bank,NongHyup Bank,2021-09-03 14:04:37,https://www.banktrack.org/bank/nonghyup_bank,"120, Tongil-ro, Jung-gu",4517,Seoul,South Korea,https://banking.nonghyup.com,2020
